"HRSPERWK","WKS_WRKD","EMPLTYPE","MARITAL","HISPANIC","WHYNOWRK","OCCULIST","MEMBRACE","SEX","HRSP_RWK","WKS__RKD","EMPL_YPE","HISP_NIC","WHYN_WRK","OCCU_IST","NEWID","AGE","AGE_","ANFEDTXX","ANFE_TXX","ANGVX","ANGVX_","ANPVTX","ANPVTX_","ANRRX","ANRRX_","ANSTATXX","ANST_TXX","ANYRAIL","ANYRAIL_","ANYSSINC","ANYS_INC","BSNSX","BSNSX_","CU_CODE1","EDUCA","EDUCA_","FARMX","FARMX_","FEDTXX","FEDTXX_","GROSPAYX","GROS_AYX","GVX","GVX_","IRAX","IRAX_","JSSDEDX","JSSDEDX_","MEMBNO","PVTX","PVTX_","RRX","RRX_","SCHLNCHQ","SCHL_CHQ","SCHLNCHX","SCHL_CHX","SLFEMPSS","SLFE_PSS","SS_RRX","SS_RRX_","STA_SUPP","STA__UPP","STATXX","STATXX_","SUPPX","SUPPX_","US_SUPP","US_SUPP_","WAGEX","WAGEX_","SS_RRQ","SS_RRQ_","SOCRRX","SOCRRX_","ARM_FORC","ARM__ORC","IN_COLL","IN_COLL_","MEDICARE","MEDI_ARE","PAYPERD","PAYPERD_","HORIGIN","RC_WHITE","RC_W_ITE","RC_BLACK","RC_B_ACK","RC_NATAM","RC_N_TAM","RC_ASIAN","RC_A_IAN","RC_PACIL","RC_P_CIL","RC_OTHER","RC_O_HER","RC_DK","RC_DK_"
40,52,"1","5",,,"04","1","2","D","D","D","A","A","D",501161,26,"D",.,"B",.,"A",.,"A",.,"A",.,"B","2","D","2","D",.,"A","1","40","D",.,"A",.,"C",.,"C",.,"A",.,"A",0,"D",1,.,"A",.,"A",.,"A",.,"A",0,"D",.,"A","2","D",.,"C",.,"A","2","D",.,"C",.,"A",0,"D","2","D","3","D",,"A","1","D","2","1","D",,"A",,"A",,"A",,"A",,"A",,"A"
40,52,"1","5",,,"04","1","2","D","D","D","A","A","D",501162,26,"D",.,"B",.,"A",.,"A",.,"A",.,"B","2","D","2","D",.,"A","1","40","D",.,"A",.,"C",.,"C",.,"A",.,"A",0,"D",1,.,"A",.,"A",.,"A",.,"A",0,"D",.,"A","2","D",.,"C",.,"A","2","D",.,"C",.,"A",0,"D","2","D","3","D",,"A","1","D","2","1","D",,"A",,"A",,"A",,"A",,"A",,"A"
20,52,"1","5",,,"05","1","1","D","D","D","A","A","D",501171,26,"D",.,"B",.,"A",.,"A",.,"A",.,"B","2","D","2","D",.,"A","1","38","D",.,"A",.,"C",.,"C",.,"A",.,"A",1148,"D",1,.,"A",.,"A",.,"A",.,"A",0,"D",.,"A","2","D",.,"C",.,"A","2","D",15000,"D",.,"A",0,"D","2","D",,"A",,"A",,"A","2","1","D",,"A",,"A",,"A",,"A",,"A",,"A"
20,52,"1","5",,,"05","1","1","D","D","D","A","A","D",501172,26,"D",.,"B",.,"A",.,"A",.,"A",.,"B","2","D","2","D",.,"A","1","42","D",.,"A",.,"C",.,"C",.,"A",.,"A",1148,"D",1,.,"A",.,"A",.,"A",.,"A",0,"D",.,"A","2","D",.,"C",.,"A","2","D",15000,"D",.,"A",0,"D","2","D","3","D",,"A",,"A","2","1","D",,"A",,"A",,"A",,"A",,"A",,"A"
20,52,"1","5",,,"04","2","2","D","D","D","A","A","D",501181,26,"D",214,"D",.,"A",.,"A",.,"A",100,"D","2","D","2","D",.,"A","1","40","D",.,"A",15,"D",245,"D",.,"A",.,"A",268,"D",1,.,"A",.,"A",.,"A",.,"A",0,"D",.,"A","2","D",7,"D",.,"A","2","D",3500,"D",.,"A",0,"D","2","D","1","D",,"A","2","D","2",,"A","2","D",,"A",,"A",,"A",,"A",,"A"
20,52,"1","5",,,"04","2","2","D","D","D","A","A","D",501182,26,"D",214,"D",.,"A",.,"A",.,"A",100,"D","2","D","2","D",.,"A","1","40","D",.,"A",15,"D",245,"D",.,"A",.,"A",268,"D",1,.,"A",.,"A",.,"A",.,"A",0,"D",.,"A","2","D",7,"D",.,"A","2","D",3500,"D",.,"A",0,"D","2","D","1","D",,"A","2","D","2",,"A","2","D",,"A",,"A",,"A",,"A",,"A"
52,52,"4","2",,,"02","1","2","D","D","D","A","A","D",501191,53,"D",.,"B",.,"A",.,"B",.,"A",.,"B","2","D","1","D",.,"A","1","44","D",.,"A",.,"C",.,"C",.,"A",2500,"D",3443,"D",1,.,"C",.,"A",.,"A",.,"A",0,"D",930,"D","2","D",.,"C",.,"A","2","D",45000,"D",12,"D",11160,"D","2","D","3","D","2","D","2","D","2","1","D",,"A",,"A",,"A",,"A",,"A",,"A"
40,52,"1","5",,,"05","1","1","D","D","D","A","A","D",501191,22,"D",.,"B",.,"A",.,"B",.,"A",.,"B","2","D","2","D",.,"A","3","40","D",.,"A",.,"C",.,"C",.,"A",.,"A",153,"D",2,.,"C",.,"A",.,"A",.,"A",0,"D",.,"A","2","D",.,"C",.,"A","2","D",2000,"D",.,"A",0,"D","2","D","1","D",,"A",,"A","2","1","D",,"A",,"A",,"A",,"A",,"A",,"A"
25,32,"1","5",,,"05","1","2","D","D","D","A","A","D",501191,18,"D",.,"B",.,"A",.,"A",.,"A",.,"B","2","D","2","D",.,"A","3","40","D",.,"A",.,"C",.,"C",.,"A",.,"A",428,"D",3,.,"A",.,"A",.,"A",.,"A",0,"D",.,"A","2","D",.,"C",.,"A","2","D",5600,"D",.,"A",0,"D","2","D","1","D",,"A","2","D","2","1","D",,"A",,"A",,"A",,"A",,"A",,"A"
12,26,"1","5",,,"16","1","1","D","D","D","A","A","D",501191,15,"D",.,"B",.,"A",.,"A",.,"A",.,"B","2","D","2","D",.,"A","3","08","D",.,"A",.,"C",.,"C",.,"A",.,"A",125,"D",4,.,"A",.,"A",2,"D",10,"D",0,"D",.,"A","2","D",.,"C",.,"A","2","D",1638,"D",.,"A",0,"D",,"A",,"A",,"A","2","D","2","1","D",,"A",,"A",,"A",,"A",,"A",,"A"
52,52,"4","2",,,"02","1","2","D","D","D","A","A","D",501192,53,"D",.,"B",.,"A",.,"B",.,"A",.,"B","2","D","1","D",.,"A","1","44","D",.,"A",.,"C",.,"C",.,"A",2500,"D",3443,"D",1,.,"C",.,"A",.,"A",.,"A",0,"D",930,"D","2","D",.,"C",.,"A","2","D",45000,"D",12,"D",11160,"D","2","D","3","D","2","D","2","D","2","1","D",,"A",,"A",,"A",,"A",,"A",,"A"
40,52,"1","5",,,"05","1","1","D","D","D","A","A","D",501192,22,"D",.,"B",.,"A",.,"B",.,"A",.,"B","2","D","2","D",.,"A","3","40","D",.,"A",.,"C",.,"C",.,"A",.,"A",153,"D",2,.,"C",.,"A",.,"A",.,"A",0,"D",.,"A","2","D",.,"C",.,"A","2","D",2000,"D",.,"A",0,"D","2","D","1","D",,"A",,"A","2","1","D",,"A",,"A",,"A",,"A",,"A",,"A"
25,32,"1","5",,,"05","1","2","D","D","D","A","A","D",501192,18,"D",.,"B",.,"A",.,"A",.,"A",.,"B","2","D","2","D",.,"A","3","40","D",.,"A",.,"C",.,"C",.,"A",.,"A",428,"D",3,.,"A",.,"A",.,"A",.,"A",0,"D",.,"A","2","D",.,"C",.,"A","2","D",5600,"D",.,"A",0,"D","2","D","1","D",,"A","2","D","2","1","D",,"A",,"A",,"A",,"A",,"A",,"A"
12,26,"1","5",,,"16","1","1","D","D","D","A","A","D",501192,15,"D",.,"B",.,"A",.,"A",.,"A",.,"B","2","D","2","D",.,"A","3","08","D",.,"A",.,"C",.,"C",.,"A",.,"A",125,"D",4,.,"A",.,"A",2,"D",10,"D",0,"D",.,"A","2","D",.,"C",.,"A","2","D",1638,"D",.,"A",0,"D",,"A",,"A",,"A","2","D","2","1","D",,"A",,"A",,"A",,"A",,"A",,"A"
40,52,"5","1",,,"01","1","1","D","D","D","A","A","D",501201,43,"D",.,"B",.,"A",.,"A",.,"A",.,"A","2","D","2","D",.,"A","1","39","D",.,"A",.,"C",.,"C",.,"A",.,"B",0,"D",1,.,"A",.,"A",.,"A",.,"A",0,"D",.,"A","2","D",.,"A",.,"A","2","D",.,"C",.,"A",0,"D","2","D","3","D",,"A","1","D","2","1","D",,"A",,"A",,"A",,"A",,"A",,"A"
40,52,"1","1",,,"04","1","2","D","D","D","A","A","D",501201,41,"D",.,"B",.,"A",.,"B",.,"A",.,"A","2","D","2","D",.,"A","2","40","D",.,"A",.,"C",.,"C",.,"A",.,"A",0,"D",2,.,"C",.,"A",.,"A",.,"A",0,"D",.,"A","2","D",.,"A",.,"A","2","D",.,"C",.,"A",0,"D","2","D","3","D",,"A","2","D","2","1","D",,"A",,"A",,"A",,"A",,"A",,"A"
.,0,,"5",,"3",,"1","2","A","D","A","A","D","A",501201,18,"D",.,"A",.,"A",.,"A",.,"A",.,"A","2","D","2","D",.,"A","3","39","D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",3,.,"A",.,"A",4,"D",15,"D",.,"A",.,"A","2","D",.,"A",.,"A","2","D",.,"A",.,"A",0,"D","2","D","1","D",,"A",,"A","2","1","D",,"A",,"A",,"A",,"A",,"A",,"A"
.,0,,"5",,"3",,"1","2","A","D","A","A","D","A",501201,15,"D",.,"A",.,"A",.,"A",.,"A",.,"A","2","D","2","D",.,"A","3","08","D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",4,.,"A",.,"A",4,"D",10,"D",.,"A",.,"A","2","D",.,"A",.,"A","2","D",.,"A",.,"A",0,"D",,"A",,"A",,"A",,"A","2","1","D",,"A",,"A",,"A",,"A",,"A",,"A"
.,.,,"5",,,,"1","2","A","A","A","A","A","A",501201,13,"D",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",.,"A","3",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",5,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",.,"A",.,"A",,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A","2","1","D",,"A",,"A",,"A",,"A",,"A",,"A"
40,52,"5","1",,,"01","1","1","D","D","D","A","A","D",501202,43,"D",.,"B",.,"A",.,"A",.,"A",.,"A","2","D","2","D",.,"A","1","39","D",.,"A",.,"C",.,"C",.,"A",.,"B",0,"D",1,.,"A",.,"A",.,"A",.,"A",0,"D",.,"A","2","D",.,"A",.,"A","2","D",.,"C",.,"A",0,"D","2","D","3","D",,"A","1","D","2","1","D",,"A",,"A",,"A",,"A",,"A",,"A"
40,52,"1","1",,,"04","1","2","D","D","D","A","A","D",501202,41,"D",.,"B",.,"A",.,"B",.,"A",.,"A","2","D","2","D",.,"A","2","40","D",.,"A",.,"C",.,"C",.,"A",.,"A",0,"D",2,.,"C",.,"A",.,"A",.,"A",0,"D",.,"A","2","D",.,"A",.,"A","2","D",.,"C",.,"A",0,"D","2","D","3","D",,"A","2","D","2","1","D",,"A",,"A",,"A",,"A",,"A",,"A"
.,0,,"5",,"3",,"1","2","A","D","A","A","D","A",501202,18,"D",.,"A",.,"A",.,"A",.,"A",.,"A","2","D","2","D",.,"A","3","39","D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",3,.,"A",.,"A",4,"D",15,"D",.,"A",.,"A","2","D",.,"A",.,"A","2","D",.,"A",.,"A",0,"D","2","D","1","D",,"A",,"A","2","1","D",,"A",,"A",,"A",,"A",,"A",,"A"
.,0,,"5",,"3",,"1","2","A","D","A","A","D","A",501202,15,"D",.,"A",.,"A",.,"A",.,"A",.,"A","2","D","2","D",.,"A","3","08","D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",4,.,"A",.,"A",4,"D",10,"D",.,"A",.,"A","2","D",.,"A",.,"A","2","D",.,"A",.,"A",0,"D",,"A",,"A",,"A",,"A","2","1","D",,"A",,"A",,"A",,"A",,"A",,"A"
.,.,,"5",,,,"1","2","A","A","A","A","A","A",501202,13,"D",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",.,"A","3",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",5,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",.,"A",.,"A",,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A","2","1","D",,"A",,"A",,"A",,"A",,"A",,"A"
40,52,"1","1","2",,"10","1","1","D","D","D","D","A","D",501211,40,"D",.,"B",.,"A",.,"A",.,"A",.,"B","2","D","2","D",.,"A","1","06","D",.,"A",.,"C",600,"D",.,"A",.,"A",1163,"D",1,.,"A",.,"A",.,"A",.,"A",0,"D",.,"A","2","D",.,"C",.,"A","2","D",15200,"D",.,"A",0,"D","2","D",,"A",,"A","2","D","1","1","D",,"A",,"A",,"A",,"A",,"A",,"A"
37,52,"1","1","2",,"10","1","2","D","D","D","D","A","D",501211,39,"D",.,"B",.,"A",.,"A",.,"A",.,"B","2","D","2","D",.,"A","2","06","D",.,"A",.,"C",560,"D",.,"A",.,"A",1071,"D",2,.,"A",.,"A",.,"A",.,"A",0,"D",.,"A","2","D",.,"C",.,"A","2","D",14000,"D",.,"A",0,"D","2","D",,"A",,"A","2","D","1","1","D",,"A",,"A",,"A",,"A",,"A",,"A"
40,52,"1","1","2",,"10","1","1","D","D","D","D","A","D",501212,40,"D",.,"B",.,"A",.,"A",.,"A",.,"B","2","D","2","D",.,"A","1","06","D",.,"A",.,"C",600,"D",.,"A",.,"A",1163,"D",1,.,"A",.,"A",.,"A",.,"A",0,"D",.,"A","2","D",.,"C",.,"A","2","D",15200,"D",.,"A",0,"D","2","D",,"A",,"A","2","D","1","1","D",,"A",,"A",,"A",,"A",,"A",,"A"
37,52,"1","1","2",,"10","1","2","D","D","D","D","A","D",501212,39,"D",.,"B",.,"A",.,"A",.,"A",.,"B","2","D","2","D",.,"A","2","06","D",.,"A",.,"C",560,"D",.,"A",.,"A",1071,"D",2,.,"A",.,"A",.,"A",.,"A",0,"D",.,"A","2","D",.,"C",.,"A","2","D",14000,"D",.,"A",0,"D","2","D",,"A",,"A","2","D","1","1","D",,"A",,"A",,"A",,"A",,"A",,"A"
41,52,"1","5",,,"13","1","1","D","D","D","A","A","D",501221,57,"D",.,"B",.,"B",.,"B",.,"B",.,"B","2","D","2","D",.,"A","1","43","D",.,"A",.,"B",.,"B",.,"B",.,"A",0,"D",1,.,"B",.,"B",.,"A",.,"A",0,"D",.,"A","2","D",.,"B",.,"A","2","D",.,"B",.,"A",0,"D","2","D","3","D",,"A",,"B","2","1","D",,"A",,"A",,"A",,"A",,"A",,"A"
45,50,"4","1",,,"01","1","1","D","D","D","A","A","D",501221,35,"D",.,"B",.,"B",.,"B",.,"B",.,"B","2","D","2","D",.,"A","3","39","D",.,"A",.,"B",.,"B",.,"B",.,"A",0,"D",2,.,"B",.,"B",.,"A",.,"A",0,"D",.,"A","2","D",.,"B",.,"A","2","D",.,"B",.,"A",0,"D","2","D","3","D",,"A",,"B","2","1","D",,"A",,"A",,"A",,"A",,"A",,"A"
41,52,"1","3",,,"13","1","1","D","D","D","A","A","D",501222,68,"D",.,"B",.,"B",.,"B",.,"B",.,"B","2","D","2","D",.,"A","1","43","D",.,"A",.,"B",.,"B",.,"B",.,"A",0,"D",1,.,"B",.,"B",.,"A",.,"A",0,"D",.,"A","2","D",.,"B",.,"A","2","D",.,"B",.,"A",0,"D",,"A","3","D",,"A",,"B","2","1","D",,"A",,"A",,"A",,"A",,"A",,"A"
45,50,"4","5",,,"01","1","1","D","D","D","A","A","D",501222,46,"D",.,"B",.,"B",.,"B",.,"B",.,"B","2","D","2","D",.,"A","3","40","D",.,"A",.,"B",.,"B",.,"B",.,"A",0,"D",2,.,"B",.,"B",.,"A",.,"A",0,"D",.,"A","2","D",.,"B",.,"A","2","D",.,"B",.,"A",0,"D","2","D","3","D",,"A",,"B","2","1","D",,"A",,"A",,"A",,"A",,"A",,"A"
.,0,,"1",,"1",,"1","1","A","D","A","A","D","A",501231,75,"D",.,"A",.,"A",.,"A",.,"A",.,"A","2","D","2","D",.,"A","1","11","D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",1,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","2","D",.,"A",.,"A","2","D",.,"A",.,"A",0,"D",,"A",,"A",,"A",,"A","2","1","D",,"A",,"A",,"A",,"A",,"A",,"A"
.,0,,"1",,"1",,"1","2","A","D","A","A","D","A",501231,75,"D",.,"A",.,"A",.,"A",.,"A",.,"A","2","D","2","D",.,"A","2","11","D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",2,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","2","D",.,"A",.,"A","2","D",.,"A",.,"A",0,"D",,"A",,"A",,"A",,"A","2","1","D",,"A",,"A",,"A",,"A",,"A",,"A"
.,0,,"1",,"1",,"1","1","A","D","A","A","D","A",501232,38,"D",.,"A",.,"A",.,"A",.,"A",.,"A","2","D","2","D",.,"A","1","44","D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",1,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","2","D",.,"A",.,"A","2","D",.,"A",.,"A",0,"D","2","D","3","D",,"A",,"A","2","1","D",,"A",,"A",,"A",,"A",,"A",,"A"
.,0,,"1",,"1",,"1","2","A","D","A","A","D","A",501232,38,"D",.,"A",.,"A",.,"A",.,"A",.,"A","2","D","2","D",.,"A","2","43","D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",2,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","2","D",.,"A",.,"A","2","D",.,"A",.,"A",0,"D","2","D","3","D",,"A",,"A","2","1","D",,"A",,"A",,"A",,"A",,"A",,"A"
45,52,"1","1",,,"01","1","1","D","D","D","A","A","D",501241,70,"D",.,"B",.,"A",.,"B",.,"A",.,"B","2","D","1","D",.,"A","1","39","D",.,"A",.,"C",3000,"D",.,"A",.,"A",6120,"D",1,.,"C",.,"A",.,"A",.,"A",0,"D",.,"C","2","D",.,"C",.,"A","2","D",80000,"D",12,"D",704,"D",,"A","3","D","1","D","2","D","2","1","D",,"A",,"A",,"A",,"A",,"A",,"A"
20,52,"1","1",,,"04","1","2","D","D","D","A","A","D",501241,72,"D",.,"B",.,"A",.,"A",.,"A",.,"B","2","D","1","D",.,"A","2","39","D",.,"A",.,"C",400,"D",.,"A",.,"A",796,"D",2,.,"A",.,"A",.,"A",.,"A",0,"D",.,"C","2","D",.,"C",.,"A","2","D",10400,"D",12,"D",704,"D",,"A","3","D","1","D","2","D","2","1","D",,"A",,"A",,"A",,"A",,"A",,"A"
45,52,"1","1",,,"01","1","1","D","D","D","A","A","D",501242,70,"D",.,"B",.,"A",.,"B",.,"A",.,"B","2","D","1","D",.,"A","1","39","D",.,"A",.,"C",3000,"D",.,"A",.,"A",6120,"D",1,.,"C",.,"A",.,"A",.,"A",0,"D",.,"C","2","D",.,"C",.,"A","2","D",80000,"D",12,"D",704,"D",,"A","3","D","1","D","2","D","2","1","D",,"A",,"A",,"A",,"A",,"A",,"A"
20,52,"1","1",,,"04","1","2","D","D","D","A","A","D",501242,72,"D",.,"B",.,"A",.,"A",.,"A",.,"B","2","D","1","D",.,"A","2","39","D",.,"A",.,"C",400,"D",.,"A",.,"A",796,"D",2,.,"A",.,"A",.,"A",.,"A",0,"D",.,"C","2","D",.,"C",.,"A","2","D",10400,"D",12,"D",704,"D",,"A","3","D","1","D","2","D","2","1","D",,"A",,"A",,"A",,"A",,"A",,"A"
.,0,,"1",,"2",,"1","2","A","D","A","A","D","A",501251,20,"D",.,"A",.,"A",.,"A",.,"A",.,"A","2","D","2","D",.,"A","1","39","D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",2,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","2","D",.,"A",.,"A","2","D",.,"A",.,"A",0,"D","2","D","3","D",,"A",,"A","2","1","D",,"A",,"A",,"A",,"A",,"A",,"A"
40,50,"1","1",,,"15","1","1","D","D","D","A","A","D",501251,25,"D",.,"B",.,"A",.,"A",.,"A",.,"B","2","D","2","D",.,"A","2","40","D",.,"A",.,"C",.,"C",.,"A",.,"A",0,"D",1,.,"A",.,"A",.,"A",.,"A",0,"D",.,"A","2","D",.,"C",.,"A","2","D",.,"C",.,"A",0,"D","2","D","1","D",,"A",,"A","2","1","D",,"A",,"A",,"A",,"A",,"A",,"A"
.,.,,"5",,,,"1","1","A","A","A","A","A","A",501251,1,"D",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",,"A",.,"A","3",,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",3,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",,"A",.,"A",.,"A",,"A",.,"A",.,"A",.,"A",,"A",,"A",,"A",,"A","2","1","D",,"A",,"A",,"A",,"A",,"A",,"A"
.,0,,"1",,"2",,"1","2","A","D","A","A","D","A",501252,20,"D",.,"A",.,"A",.,"A",.,"A",.,"A","2","D","2","D",.,"A","1","39","D",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",2,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A","2","D",.,"A",.,"A","2","D",.,"A",.,"A",0,"D","2","D","3","D",,"A",,"A","2","1","D",,"A",,"A",,"A",,"A",,"A",,"A"
40,50,"1","1",,,"15","1","1","D","D","D","A","A","D",501252,25,"D",.,"B",.,"A",.,"A",.,"A",.,"B","2","D","2","D",.,"A","2","40","D",.,"A",.,"C",.,"C",.,"A",.,"A",0,"D",1,.,"A",.,"A",.,"A",.,"A",0,"D",.,"A","2","D",.,"C",.,"A","2","D",.,"C",.,"A",0,"D","2","D","1","D",,"A",,"A","2","1","D",,"A",,"A",,"A",,"A",,"A",,"A"
